"bi","cawt","form","hyd","msp10_sp","msp12_sp","msp15_sp","msp18_sp","msp19_sp","msp20_sp","msp24_sp","msp33_sp","msp3_sp","msp9_sp","root_barn","sowt","sp","tuni","miniacina_miniacea_.r.","miniacina_sp_.a.","miniacina_sp_.j.","parasmittina_margaritata","msp12_bryo","msp14_bryo","smittoidea_cautela","watersipora_subtorquata","smittipora_harmeriana","disporella_novaehollandiae","msp5_bryo","crisia_elongata","tubulipora_sp.","biofr","biofv","cyanob","msp10_ascc","msp10_ascs","msp11_ascs","msp15_ascc","msp16_ascc","msp1_ascc","msp1_ascs","msp22_ascc","msp24_ascc","msp2_ascc","msp2_ascs","msp3_ascs","msp4_ascc","msp5_ascc","msp5_ascs","msp6_ascc","msp6_ascs","msp8_ascc","msp9_ascc","msp9_ascs","X_brup","cca","grup","rdup"
4.001,15.999,0,12,0,0,0,0,0,0,0,0,0,0,0,4.001,0,0,0,0,0,0,0,0,0,0,0,4.001,20,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.001,0,0,0,0,0,0,0,15.999,0,0
0,0,0,14.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941,0,26.471,0,0,0,0,0,0,0,0,0,0,14.706,2.941,5.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.353,0,0
0,7.144,0,24.999,0,0,0,0,0,0,0,0,0,0,10.714,0,0,0,0,0,10.714,0,0,0,0,0,0,3.57,0,0,0,7.144,3.57,0,0,0,0,0,0,0,0,0,10.714,0,0,0,0,0,0,0,0,0,0,0,0,21.429,0,0
20.001,4,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7.999,0,0,0,0,0,0,0,0,0,0,7.999,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.001,0,0
0,13.044,0,30.432,0,0,0,0,0,0,0,0,0,0,0,4.348,0,0,4.348,0,0,0,0,0,0,0,0,0,4.348,0,4.348,4.348,13.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,0,4.348
0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,47.5,0,0,0,0,0,0,0,0,0,0,2.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
0,0,0,28.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.211,0,0,0,0,0,0,0,2.632,0,0,5.264,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.315,0,0
0,9.999,0,15,0,0,0,0,0,0,0,0,0,0,0,9.999,0,0,0,0,9.999,0,0,0,0,0,0,0,0,0,0,5.001,5.001,25.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
0,4.167,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,20.832,0,8.333,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,41.667,0,0
0,5.406,0,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.622,0,0,0,0,0,0,0,2.703,0,0,2.703,0,10.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.108,0,0,0,0,0,0,40.54,0,0
0,11.905,0,11.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.191,0,0,0,0,0,0,0,4.762,0,0,9.523,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.571,0,0
3.704,11.111,0,14.814,0,0,0,0,0,0,0,0,0,0,0,3.704,3.704,0,0,0,7.407,0,0,0,0,0,0,0,0,0,0,0,3.704,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,0,0,0,0,0,0,37.036,0,0
8.333,4.167,0,8.333,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,4.167,16.666,4.167,0,12.5,8.333,4.167,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,4.167,0,0,16.666,0,0
0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,2.564,0,0,0,0,51.282,0,0,0,0,0,0,0,2.564,0,2.564,2.564,0,25.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.256,0,0
3.572,10.714,0,17.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.143,0,0,0,0,0,0,3.572,3.572,0,0,0,0,7.142,0,0,0,0,10.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.714,0,0
0,13.794,0,3.449,0,0,0,0,6.896,0,0,0,0,0,0,0,0,0,0,0,31.035,0,0,0,0,0,0,0,3.449,0,0,6.896,6.896,20.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.896,0,0
4,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,20,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0
8.889,8.889,0,8.889,0,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,31.111,0,0,0,0,0,0,0,0,0,0,0,2.222,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.333,0,0
3.333,10,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6.667,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,53.332,0,0
0,32,0,20.001,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,8.001,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
0,25.807,0,19.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,3.226,0,0,3.226,0,0,0,0,3.226,0,0,0,6.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.482,0,0
0,9.302,0,16.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.302,0,18.605,0,0,0,0,0,0,0,2.326,0,0,0,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.86,0,0
0,2.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,22.499,0,0,7.499,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
0,49.999,3.334,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.334,0,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0
0,21.429,0,10.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0,0,0,3.571,0,3.571,17.857,0,3.571,3.571,10.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.429,0,0
0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,22.222,0,16.667,0,0,0,0,2.778,0,0,13.889,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5.556
0,0,0,2.174,0,0,0,0,0,0,0,0,0,0,2.174,0,0,0,6.522,0,28.261,0,0,0,0,0,0,2.174,34.783,0,0,4.348,6.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.87,0,2.174
0,36.363,0,3.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,12.121,0,0,0,3.031,3.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.363,0,0
3.847,30.768,0,3.847,0,0,0,0,0,0,0,0,0,0,3.847,0,0,0,0,0,3.847,0,0,0,0,3.847,0,0,23.075,0,0,3.847,3.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.847,0,0,0,15.383,0,0
0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,17.5,0,22.5,0,0,0,0,0,0,2.5,12.5,0,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0
0,2.703,0,8.107,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,0,32.432,0,0,0,0,0,0,0,29.729,0,0,0,2.703,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.919,0,0
0,15.152,0,12.12,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,6.061,0,9.091,0,0,0,0,0,3.03,0,6.061,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.424,0,0
0,10.714,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0,0,3.571,0,0,14.286,0,0,14.286,3.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,7.143,3.571,0,0,0,25,0,0
0,4.167,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,2.083,0,0,0,0,0,0,2.083,45.833,0,0,0,2.083,0,0,0,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.833,0,2.083
0,14.894,0,10.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.511,0,17.021,0,0,0,0,4.255,0,2.128,27.66,0,0,4.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.638,0,0
0,32.143,3.572,14.285,0,0,0,0,0,0,0,0,0,0,0,7.142,0,0,0,0,17.857,0,0,0,0,0,0,0,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.429,0,0
0,6.897,0,17.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.345,0,0,0,0,0,0,0,37.931,0,3.448,3.448,0,3.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.241,0,0
0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.499,0,0
0,2.5,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,27.5,0,0,0,0,0,0,0,2.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
0,36.666,0,3.333,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,10,0,6.667,0,0,0,0,0,0,0,3.333,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,26.667,0,0
0,15.152,6.06,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.424,0,3.03,9.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,18.182,0,0
0,7.895,0,10.526,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,10.526,0,28.947,0,0,0,0,0,0,0,5.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.211,0,0
0,3.57,0,7.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.572,0,0,0,0,0,0,0,0,0,0,21.428,3.57,0,0,0,0,0,7.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.572,0,0
4.545,27.274,0,4.545,0,0,0,0,0,0,0,0,0,0,0,9.091,4.545,0,4.545,0,0,0,0,0,0,4.545,0,0,4.545,0,0,0,4.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.819,0,0
0,12.5,4.167,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,8.334,4.167,0,16.665,8.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,29.166,0,0
0,6.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.345,3.448,20.69,0,0,0,0,0,0,3.448,6.897,0,0,0,3.448,10.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.587,0,6.897
0,4.878,0,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.317,0,24.39,0,0,0,0,0,0,7.317,7.317,0,2.439,17.073,2.439,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.073,0,0
0,26.087,0,8.695,0,0,0,0,0,0,0,0,0,0,0,13.044,4.348,0,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,8.695,0,0,0,0,0,0,4.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.434,0,0
8.823,29.412,5.882,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.823,23.53,0,0,2.941,2.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,0,0,11.764,0,0
0,5,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,10,0,25,0,0,0,0,0,0,2.5,5,0,2.5,5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
0,0,0,17.073,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,51.22,0,0,0,0,0,0,0,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.829,0,0
0,4.167,0,54.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,4.167,8.333,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.833,0,0
0,17.857,0,17.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0,0,0,0,0,0,3.571,0,3.571,17.857,17.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.857,0,0
0,4.444,0,17.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,0,48.889,0,0,0,0,0,0,0,0,0,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
0,10.81,0,27.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.919,0,0,0,0,0,0,0,32.433,0,0,0,0,2.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.108,0,0
0,16.666,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,4.167,4.167,0,4.167,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,37.498,0,12.5
0,8.334,0,4.166,0,0,0,0,0,0,0,0,0,0,0,0,8.334,0,0,0,0,0,0,0,0,0,0,0,20.834,0,0,4.166,16.666,4.166,0,0,0,0,0,0,0,0,0,0,4.166,0,0,0,0,0,0,0,0,0,0,29.165,0,0
0,4.546,0,6.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,0,47.728,0,0,0,0,0,0,0,6.818,0,0,2.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,0,0,0,0,4.546,0,20.455,0,2.272
0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,5,0,17.5,0,0,0,0,0,0,2.5,20,0,0,2.5,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0
0,14.286,0,21.428,0,0,0,0,0,0,0,0,0,0,0,3.572,0,0,0,0,7.142,0,0,0,0,0,0,0,0,0,0,21.428,3.572,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572,0,0,0,0,0,0,10.714,0,10.714
0,23.077,0,19.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,3.846,23.077,0,0,0,7.692,0,3.846,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,11.539,0,0
0,4.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,0,46.667,0,0,0,0,0,0,2.222,13.333,0,0,0,2.222,6.667,0,0,0,0,0,4.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.778,0,0
0,4.652,0,16.279,0,0,0,0,0,0,2.326,0,0,0,0,0,0,0,0,0,16.279,0,0,0,0,0,0,0,46.511,0,0,0,2.326,0,0,0,0,0,0,0,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.302,0,0
0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10.714,0,0,0,0,14.286,0,0,0,0,0,0,0,10.714,0,0,14.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
0,12.121,0,24.242,0,0,0,0,0,0,0,0,0,0,0,3.031,0,0,0,0,0,0,0,0,0,0,0,3.031,27.272,0,0,0,0,3.031,0,0,0,0,0,0,0,0,0,0,0,3.031,0,0,0,0,0,0,0,3.031,0,21.212,0,0
0,10.638,0,6.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.383,0,23.404,0,0,0,0,0,0,2.128,8.51,0,0,2.128,2.128,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.128,0,27.66,0,0
0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.499,0,0,2.5,0,0,0,0,40,0,0,2.5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.499,0,0
0,11.111,0,33.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.518,3.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,0,0,0,0,0,0,29.63,0,0
4.167,16.667,0,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,29.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,25,0,0
0,2.632,0,10.526,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,5.264,0,28.947,0,0,0,0,0,0,0,0,0,0,2.632,2.632,13.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.579,0,0
0,13.513,0,21.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,16.216,0,0,0,0,0,0,0,0,0,0,8.108,8.108,0,0,0,0,0,0,0,0,0,0,0,0,0,8.108,0,0,0,0,0,0,0,0,21.622,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.769,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,19.231,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.461,0,0
0,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.524,0,0,0,0,0,0,0,9.524,4.762,23.81,14.286,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,9.524,0,0,0,0,4.762,0,0,0,14.286,0,0
0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,55.263,0,0,0,0,0,0,0,5.263,0,0,2.632,0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.316,0,0
0,6.977,0,9.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.558,0,0,0,0,2.326,0,0,11.628,0,0,6.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.977,0,0,0,0,0,0,0,0,23.256,0,0
0,0,0,10.526,0,0,0,0,0,0,0,0,0,0,0,10.526,0,0,5.263,0,10.526,0,0,0,0,0,0,0,0,0,0,21.053,5.263,15.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.789,0,5.263
0,8.333,0,4.167,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,4.167,8.333,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0,0,0,25,0,0,0,16.667,0,0
0,8.332,0,16.667,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,2.779,0,24.999,0,0,0,0,0,0,0,2.779,0,0,2.779,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.555,0,0
0,6.666,0,8.889,0,0,2.222,0,0,0,0,0,0,0,2.222,0,0,0,0,0,20,0,0,0,0,0,0,2.222,4.445,0,2.222,8.889,0,2.222,0,0,0,0,0,0,0,0,0,0,0,0,13.334,0,0,0,0,6.666,0,0,0,20,0,0
0,16.667,0,20.834,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667,0,0
0,5.556,0,16.667,0,0,0,0,0,0,2.778,0,0,0,0,2.778,0,0,0,0,2.778,0,0,0,0,0,0,2.778,19.444,0,0,2.778,0,2.778,2.778,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,0,8.333,0,0,0,25,0,0
0,2.632,0,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,50,0,0,0,0,0,0,0,5.263,2.632,0,2.632,0,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,0,15.789,0,0
0,9.523,0,4.762,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,0,0,23.809,0,0,2.381,0,0,0,0,16.667,0,0,7.142,4.762,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142,0,0,0,0,4.762,0,0,0,16.667,0,0
0,31.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.449,0,20.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.379,0,3.449
0,10.714,0,10.714,0,0,0,0,0,0,0,0,0,0,0,3.571,0,0,7.143,0,0,0,0,0,0,0,0,0,3.571,0,0,14.286,3.571,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.286,0,0
0,4.348,0,2.174,0,0,0,0,0,0,0,0,0,0,0,0,2.174,0,0,0,56.521,0,0,0,0,0,0,2.174,0,0,0,0,2.174,8.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.739,0,0
0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.498,0,0,0,0,0,0,2.501,5,0,0,2.501,2.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.999,0,0
0,17.857,0,10.714,0,0,0,0,3.571,0,0,0,0,0,0,0,0,0,0,0,21.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.429,0,0
0,18.519,0,0,0,0,7.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,11.111,0,0,14.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.704,0,0,0,0,3.704,0,0,0,37.037,0,0
0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.195,0,51.219,0,0,0,0,0,0,2.439,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.268,0,0
0,2.439,0,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.439,0,53.658,0,0,0,0,0,0,7.316,4.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.951,0,2.439
0,6.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.677,0,16.129,0,0,0,0,0,0,0,19.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.162,0,3.225
0,3.846,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.922,0,0,3.846,3.846,0,0,0,0,0,3.846,0,0,0,0,3.846,0,0,0,0,0,0,0,11.538,0,0,0,38.461,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.317,0,63.414,0,0,0,0,0,0,0,2.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.829,0,0
0,4.444,0,11.111,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,0,0,31.111,0,0,0,0,0,0,4.444,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.667,0,0
3.846,30.769,0,11.538,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,3.846,0,3.846,0,0,0,0,0,0,0,19.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.077,0,0
8.572,11.429,0,2.857,0,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,2.857,0,0,0,0,0,0,22.858,0,2.857,8.572,2.857,0,0,0,0,0,0,0,0,0,0,2.857,0,0,2.857,0,0,0,0,5.714,0,0,0,22.858,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.428,0,28.572,0,0,0,0,0,0,2.857,2.857,0,0,0,0,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.715,0,2.857
5,2.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,17.5,0,0,0,0,0,0,5,20,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2.5
